customer_id,recency,frequency,price_sum,price_mean,spend_90_total,spend_90_flag,pred_spend,pred_proba
1,-515,1,11.77,11.77,0.0,0.0,0.25094053,0.059639677
2,-504,2,89.0,44.5,0.0,0.0,1.1540083,0.060734883
3,-3,6,156.46,26.076666666666668,0.0,0.0,11.007883,0.21811399
4,-170,4,100.5,25.125,0.0,0.0,2.693627,0.12244953
5,-148,11,385.61,35.055454545454545,0.0,0.0,7.936677,0.18978211
6,-515,1,20.99,20.99,0.0,0.0,0.29110354,0.059639677
7,-70,3,264.67,88.22333333333334,0.0,0.0,2.7829843,0.0983801
8,-63,8,197.66,24.7075,0.0,0.0,9.517196,0.21557392
9,-383,2,53.87,26.935,41.98,1.0,1.2860388,0.08852738
10,-495,1,39.31,39.31,0.0,0.0,0.34032434,0.059639677
11,-100,4,58.550000000000004,14.637500000000001,0.0,0.0,2.3173506,0.0982188
12,-515,1,57.06,57.06,0.0,0.0,0.40828452,0.059639677
13,-515,1,72.94,72.94,0.0,0.0,0.21190059,0.059639677
14,-515,1,29.92,29.92,0.0,0.0,0.29110354,0.059639677
15,-515,1,52.87,52.87,0.0,0.0,0.57958204,0.059639677
16,-263,4,79.87,19.9675,0.0,0.0,2.1751404,0.11392556
17,-515,1,73.22,73.22,0.0,0.0,0.21190059,0.059639677
18,-512,1,14.96,14.96,0.0,0.0,0.25094053,0.059639677
19,-355,2,175.12,87.56,0.0,0.0,2.7212348,0.10733207
20,-498,2,653.01,326.505,0.0,0.0,1.5860443,0.06182328
21,-503,2,75.11,37.555,0.0,0.0,0.6522955,0.060734883
22,-515,1,14.37,14.37,0.0,0.0,0.25094053,0.059639677
23,-515,1,24.74,24.74,0.0,0.0,0.29110354,0.059639677
24,-131,2,57.77,28.885,0.0,0.0,1.4143407,0.08739198
25,-6,6,87.58,14.596666666666666,49.95,1.0,7.6527467,0.16842529
26,-490,2,102.69,51.345,0.0,0.0,0.9427413,0.060734883
27,-504,2,135.87,67.935,0.0,0.0,1.5071453,0.06520047
28,-449,3,90.99,30.33,0.0,0.0,1.1446624,0.06316689
29,-35,12,435.81,36.3175,0.0,0.0,16.610264,0.29502675
30,-471,2,28.34,14.17,0.0,0.0,0.25094053,0.070325576
31,-6,4,177.05,44.2625,0.0,0.0,9.949141,0.15523103
32,-81,3,78.21,26.069999999999997,0.0,0.0,3.64296,0.14894275
33,-79,25,1045.47,41.8188,0.0,0.0,-3.3551526,0.1103238
34,-515,1,23.14,23.14,0.0,0.0,0.29110354,0.059639677
35,-246,2,42.22,21.11,0.0,0.0,1.4087328,0.08448587
36,-482,2,49.67999999999999,24.839999999999996,0.0,0.0,0.2705638,0.060734883
37,-18,6,155.68,25.94666666666667,0.0,0.0,7.837514,0.19311514
38,-515,1,12.49,12.49,0.0,0.0,0.25094053,0.059639677
39,-81,5,221.45,44.29,0.0,0.0,7.8566103,0.13637486
40,-84,14,318.94,22.78142857142857,0.0,0.0,13.466042,0.2581358
41,-515,1,17.99,17.99,0.0,0.0,0.25094053,0.059639677
42,-514,2,38.32,19.16,0.0,0.0,0.34032434,0.06912913
43,-7,5,117.32,23.464,0.0,0.0,5.731355,0.1868183
44,-346,3,59.65,19.883333333333333,0.0,0.0,1.9427375,0.09130653
45,-515,1,14.37,14.37,0.0,0.0,0.25094053,0.059639677
46,-200,7,315.87,45.12428571428571,0.0,0.0,5.683897,0.09676506
47,-47,20,414.81,20.7405,12.99,1.0,9.939105,0.39813754
48,-70,18,610.96,33.94222222222223,38.97,1.0,26.079645,0.3549442
49,-515,1,27.94,27.94,0.0,0.0,0.29110354,0.059639677
50,-515,1,6.79,6.79,0.0,0.0,0.25094053,0.059639677
51,-181,6,367.38,61.23,0.0,0.0,4.261487,0.09411668
52,-23,8,445.68,55.71,0.0,0.0,15.44274,0.24809979
53,-27,6,86.21,14.368333333333332,0.0,0.0,5.877082,0.16590926
54,-515,1,33.96,33.96,0.0,0.0,0.34032434,0.059639677
55,-506,2,81.45,40.725,0.0,0.0,0.99029833,0.060734883
56,-165,4,129.19,32.2975,0.0,0.0,3.1375704,0.12300535
57,-515,1,57.86,57.86,0.0,0.0,0.47859183,0.059639677
58,-515,1,20.99,20.99,0.0,0.0,0.29110354,0.059639677
59,-491,3,36.53,12.176666666666668,0.0,0.0,0.28733474,0.060734883
60,-484,1,21.75,21.75,0.0,0.0,0.29110354,0.059639677
61,-515,1,155.65,155.65,0.0,0.0,1.1656483,0.059639677
62,-214,11,237.15,21.55909090909091,0.0,0.0,4.7930145,0.2081036
63,-10,4,120.91,30.2275,0.0,0.0,4.984709,0.18894227
64,-38,12,329.81,27.484166666666667,37.56,1.0,12.738437,0.299358
65,-70,3,68.74,22.91333333333333,0.0,0.0,3.0199313,0.13456193
66,-515,1,39.99,39.99,0.0,0.0,0.34032434,0.059639677
67,-499,3,71.49,23.83,0.0,0.0,0.59416556,0.060734883
68,-515,1,40.36,40.36,0.0,0.0,0.34032434,0.059639677
69,-512,2,217.07999999999998,108.53999999999999,0.0,0.0,0.4005736,0.06674263
70,-515,1,72.23,72.23,0.0,0.0,0.21190059,0.059639677
71,-515,1,13.97,13.97,0.0,0.0,0.25094053,0.059639677
72,-515,1,11.99,11.99,0.0,0.0,0.25094053,0.059639677
73,-441,3,94.57,31.52333333333333,0.0,0.0,1.0478616,0.06316689
74,-515,1,41.99,41.99,0.0,0.0,0.3178913,0.059639677
75,-515,1,69.81,69.81,0.0,0.0,0.352373,0.059639677
76,-515,1,9.99,9.99,0.0,0.0,0.25094053,0.059639677
77,-515,1,12.97,12.97,0.0,0.0,0.25094053,0.059639677
78,-38,2,95.26,47.63,0.0,0.0,4.439452,0.10942035
79,-515,1,77.44,77.44,0.0,0.0,1.7140057,0.059639677
80,-515,1,43.46,43.46,0.0,0.0,0.3178913,0.059639677
81,-246,14,430.69,30.763571428571428,0.0,0.0,2.8819933,0.10389089
82,-51,6,242.8,40.46666666666667,0.0,0.0,9.034947,0.1831051
83,-43,4,101.67999999999999,25.419999999999998,0.0,0.0,3.5168624,0.15283284
84,-515,1,13.97,13.97,0.0,0.0,0.25094053,0.059639677
85,-513,1,26.31,26.31,0.0,0.0,0.29110354,0.059639677
86,-515,1,23.94,23.94,0.0,0.0,0.29110354,0.059639677
87,-235,4,206.55,51.6375,0.0,0.0,4.159853,0.112729356
88,-221,2,34.97,17.485,0.0,0.0,1.4465579,0.07886303
89,-93,17,530.89,31.228823529411763,40.99,1.0,33.398663,0.26309395
90,-508,2,24.67,12.335,0.0,0.0,0.25094053,0.06912913
91,-515,1,32.54,32.54,0.0,0.0,0.40428326,0.059639677
92,-410,2,53.339999999999996,26.669999999999998,0.0,0.0,0.9776206,0.080548175
93,-513,2,219.32999999999998,109.66499999999999,0.0,0.0,0.4005736,0.06674263
94,-514,1,44.1,44.1,0.0,0.0,0.3178913,0.059639677
95,-24,27,1400.4,51.86666666666667,114.87,1.0,115.74841,0.5378552
96,-24,18,1396.03,77.55722222222222,49.96,1.0,26.718542,0.36737806
97,-64,4,324.75,81.1875,0.0,0.0,7.4693165,0.12414844
98,-373,2,76.46000000000001,38.230000000000004,0.0,0.0,1.6468469,0.08647286
99,-166,7,267.25,38.17857142857143,0.0,0.0,8.796649,0.16522364
100,-41,3,55.24,18.413333333333334,0.0,0.0,2.5631154,0.13709366
101,-498,1,23.54,23.54,0.0,0.0,0.29110354,0.059639677
102,-91,4,157.47,39.3675,0.0,0.0,6.6106973,0.14479513
103,-44,3,110.49,36.83,0.0,0.0,3.6163933,0.1419693
104,-515,1,14.96,14.96,0.0,0.0,0.25094053,0.059639677
105,-515,1,35.31,35.31,0.0,0.0,0.34032434,0.059639677
106,-120,6,202.1,33.68333333333333,0.0,0.0,8.301553,0.19238445
107,-515,1,21.99,21.99,0.0,0.0,0.29110354,0.059639677
108,-515,1,17.96,17.96,0.0,0.0,0.25094053,0.059639677
109,-483,2,204.45999999999998,102.22999999999999,0.0,0.0,0.4005736,0.06182328
110,-515,1,27.94,27.94,0.0,0.0,0.29110354,0.059639677
111,-21,15,1051.57,70.10466666666666,55.47,1.0,22.11205,0.3001602
112,-480,2,23.54,11.77,0.0,0.0,0.25094053,0.0647846
113,-85,3,59.669999999999995,19.889999999999997,0.0,0.0,2.9990718,0.14386778
114,-109,5,124.92999999999999,24.985999999999997,0.0,0.0,2.8824651,0.11399126
115,-515,1,13.97,13.97,0.0,0.0,0.25094053,0.059639677
116,-515,1,12.77,12.77,0.0,0.0,0.25094053,0.059639677
117,-73,3,58.97,19.656666666666666,0.0,0.0,3.0199313,0.13709366
118,-341,2,73.85,36.925,0.0,0.0,1.7279661,0.09535802
119,-515,1,41.69,41.69,0.0,0.0,0.34032434,0.059639677
120,-164,5,103.50999999999999,20.701999999999998,0.0,0.0,2.7169576,0.13565446
121,-515,1,12.49,12.49,0.0,0.0,0.25094053,0.059639677
122,-515,1,27.74,27.74,0.0,0.0,0.29110354,0.059639677
123,-515,1,31.99,31.99,0.0,0.0,0.38947913,0.059639677
124,-170,5,138.35,27.669999999999998,0.0,0.0,2.9118974,0.13522506
125,-111,5,82.16,16.432,26.48,1.0,3.7309914,0.17689121
126,-180,2,302.75,151.375,0.0,0.0,1.3672904,0.113191165
127,-515,1,39.71,39.71,0.0,0.0,0.34032434,0.059639677
128,-301,4,67.86,16.965,0.0,0.0,1.807047,0.090416804
129,-515,1,12.49,12.49,0.0,0.0,0.25094053,0.059639677
130,-32,8,120.95,15.11875,0.0,0.0,5.6524477,0.142571
131,-515,1,30.32,30.32,0.0,0.0,0.29110354,0.059639677
132,-20,6,302.43,50.405,0.0,0.0,8.90486,0.16093168
133,-201,7,199.17,28.45285714285714,0.0,0.0,5.994335,0.1490363
134,-143,3,49.379999999999995,16.459999999999997,0.0,0.0,1.3932006,0.08552082
135,-515,2,84.39,42.195,0.0,0.0,1.1540083,0.065573685
136,-186,2,81.96,40.98,0.0,0.0,2.9414256,0.11592677
137,-515,1,27.73,27.73,0.0,0.0,0.29110354,0.059639677
138,-515,1,14.99,14.99,0.0,0.0,0.25094053,0.059639677
139,-510,1,11.77,11.77,0.0,0.0,0.25094053,0.059639677
140,-393,2,44.06,22.03,0.0,0.0,0.99458027,0.080963865
141,-24,7,147.75,21.107142857142858,0.0,0.0,7.232866,0.15802129
142,-50,5,122.38999999999999,24.477999999999998,0.0,0.0,3.641836,0.16411927
143,-515,2,41.48,20.74,0.0,0.0,0.34032434,0.065573685
144,-515,1,30.72,30.72,0.0,0.0,0.29110354,0.059639677
145,-1,23,521.96,22.69391304347826,0.0,0.0,13.707552,0.47121495
146,-515,1,13.97,13.97,0.0,0.0,0.25094053,0.059639677
147,-169,8,288.07,36.00875,0.0,0.0,7.809534,0.16278046
148,-71,7,146.44,20.919999999999998,0.0,0.0,7.5417337,0.168727
149,-492,2,106.53999999999999,53.269999999999996,0.0,0.0,0.8816293,0.060734883
150,-515,1,15.36,15.36,0.0,0.0,0.25094053,0.059639677
151,-515,1,13.97,13.97,0.0,0.0,0.25094053,0.059639677
152,-133,6,243.96,40.660000000000004,0.0,0.0,7.66344,0.17734504
153,-515,1,6.79,6.79,0.0,0.0,0.25094053,0.059639677
154,-35,5,69.19,13.838,0.0,0.0,3.068802,0.15369202
155,-515,1,23.99,23.99,0.0,0.0,0.29110354,0.059639677
156,-515,1,10.77,10.77,0.0,0.0,0.25094053,0.059639677
157,-459,2,80.21000000000001,40.105000000000004,0.0,0.0,0.5423968,0.06316689
158,-515,1,43.05,43.05,0.0,0.0,0.3178913,0.059639677
159,-515,1,19.75,19.75,0.0,0.0,0.29110354,0.059639677
160,-515,1,19.74,19.74,0.0,0.0,0.29110354,0.059639677
161,-75,10,379.93,37.993,36.98,1.0,12.864175,0.26061052
162,-515,1,119.54,119.54,0.0,0.0,0.10046686,0.059639677
163,-515,1,25.74,25.74,0.0,0.0,0.29110354,0.059639677
164,-166,7,221.13,31.59,24.46,1.0,7.76954,0.16276501
165,-81,2,25.76,12.88,8.99,1.0,2.624769,0.12324339
166,-4,8,173.18,21.6475,0.0,0.0,10.063493,0.29535356
167,-172,8,186.46,23.3075,0.0,0.0,6.460942,0.15084611
168,-515,1,14.96,14.96,0.0,0.0,0.25094053,0.059639677
169,-515,1,11.77,11.77,0.0,0.0,0.25094053,0.059639677
170,-124,2,74.39,37.195,0.0,0.0,2.315634,0.12574026
171,-515,1,14.96,14.96,0.0,0.0,0.25094053,0.059639677
172,-515,1,50.95,50.95,0.0,0.0,0.2705638,0.059639677
173,-58,2,49.83,24.915,0.0,0.0,2.285434,0.10822593
174,-510,2,36.730000000000004,18.365000000000002,0.0,0.0,0.30016133,0.06912913
175,-515,1,27.77,27.77,0.0,0.0,0.29110354,0.059639677
176,-515,1,11.77,11.77,0.0,0.0,0.25094053,0.059639677
177,-18,32,570.08,17.815,0.0,0.0,11.391034,0.46214193
178,-515,1,12.49,12.49,0.0,0.0,0.25094053,0.059639677
179,-96,11,174.03,15.82090909090909,0.0,0.0,4.096139,0.18996787
180,-276,2,62.59,31.295,0.0,0.0,1.6361592,0.09200977
181,-515,1,43.7,43.7,0.0,0.0,0.3178913,0.059639677
182,-13,4,91.72,22.93,0.0,0.0,5.18126,0.18894227
183,-515,1,9.99,9.99,0.0,0.0,0.25094053,0.059639677
184,-13,2,31.869999999999997,15.934999999999999,0.0,0.0,3.9227583,0.10123455
185,-9,5,115.19,23.038,0.0,0.0,4.691924,0.1868183
186,-256,2,34.45,17.225,0.0,0.0,1.4465579,0.07886303
187,-483,2,36.11,18.055,0.0,0.0,0.30016133,0.060734883
188,-515,1,13.77,13.77,0.0,0.0,0.25094053,0.059639677
189,-515,1,294.03,294.03,0.0,0.0,-0.2990159,0.059639677
190,-515,1,15.36,15.36,0.0,0.0,0.25094053,0.059639677
191,-511,1,70.23,70.23,0.0,0.0,0.352373,0.059639677
192,-303,6,160.23000000000002,26.705000000000002,0.0,0.0,3.4679315,0.15854558
